Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
9074,5,5,3,0,1,0.6,0.6,0.6
9485,2,2,2,1,1,1.0,1.0,1.0
9494,1,1,1,1,1,1.0,1.0,1.0
10004,1,1,1,1,1,1.0,1.0,1.0
10040,1,1,1,1,1,1.0,1.0,1.0
10046,1,1,1,1,1,1.0,1.0,1.0
10135,1,1,1,1,1,1.0,1.0,1.0
10225,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
10636,1,1,1,1,1,1.0,1.0,1.0
11518,1,1,1,1,1,1.0,1.0,1.0
11688,5,5,5,1,1,1.0,1.0,1.0
11747,4,4,4,1,1,1.0,1.0,1.0
11939,1,1,1,1,1,1.0,1.0,1.0
12054,5,5,1,0,0,0.2,0.2,0.2
12281,2,2,2,1,1,1.0,1.0,1.0
12310,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
12717,5,5,4,0,1,0.8,0.8,0.8
12809,3,3,3,1,1,1.0,1.0,1.0
13065,3,3,3,1,1,1.0,1.0,1.0
13119,1,1,1,1,1,1.0,1.0,1.0
13261,2,2,0,0,0,0.0,0.0,0.0
13403,1,1,1,1,1,1.0,1.0,1.0
13498,1,1,1,1,1,1.0,1.0,1.0
13499,1,1,1,1,1,1.0,1.0,1.0
13696,5,5,5,1,1,1.0,1.0,1.0
13727,2,2,2,1,1,1.0,1.0,1.0
13738,1,1,1,1,1,1.0,1.0,1.0
13924,1,1,1,1,1,1.0,1.0,1.0
14340,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
14892,1,1,1,1,1,1.0,1.0,1.0
15186,1,1,1,1,1,1.0,1.0,1.0
15370,1,1,1,1,1,1.0,1.0,1.0
15509,1,1,1,1,1,1.0,1.0,1.0
15631,3,3,3,1,1,1.0,1.0,1.0
